ticket_id,account_id,account_name,product,ticket_text,priority,status,created_at
TKT-0415,ACC-016,Driftwood Media,Flow,Where do I find the API keys for our Flow integrations? Mark set these up and I don't know where they're stored. Our automated workflows are running but I can't modify them.,P3,open,2026-02-02T16:02:00
TKT-0416,ACC-016,Driftwood Media,Canvas,Basic question — how do we reset the SSO configuration? Mark set up SSO with our old identity provider and we've since switched to Okta.,P3,resolved,2026-01-04T06:01:00
TKT-0417,ACC-017,Evergreen Education,Canvas,"We love Canvas and our teachers use it daily. However, we're a public school district and our budget is being cut by 15% next year. We need to understand our renewal pricing options.",P3,open,2026-01-15T17:44:00
TKT-0418,ACC-017,Evergreen Education,Insight,Is there an education discount or nonprofit pricing tier? We're evaluating whether we can keep Insight in our budget. The product is great but we have to make tough choices.,P3,open,2025-12-31T09:32:00
TKT-0419,ACC-017,Evergreen Education,Canvas,Can we reduce our seat count from 22 to 12 at renewal? Some departments are being consolidated and we won't need as many licenses. We want to keep using the product.,P3,open,2026-01-15T11:20:00
TKT-0420,ACC-017,Evergreen Education,Canvas,The new quiz template in Canvas is fantastic for our curriculum designers. Any chance you could add more education-specific templates? Would really help justify the cost internally.,P4,open,2025-12-18T15:19:00
TKT-0421,ACC-017,Evergreen Education,Insight,Our superintendent asked for a report on how much we actually use Insight. Can you pull our usage metrics for the past 6 months? We need ammunition to keep it in the budget.,P3,resolved,2026-01-17T11:41:00
TKT-0422,ACC-017,Evergreen Education,Canvas,"Our AE Diana Osei was fantastic — she understood education pricing and always fought for us on renewals. We heard she's on leave and Tom Westfield is covering. No disrespect to Tom but he doesn't know our account. Our renewal is in May and nobody has started the conversation. We're a $73K account with budget pressure — we need proactive help, not radio silence.",P3,open,2026-01-07T16:40:00
TKT-0423,ACC-017,Evergreen Education,Canvas,"We love Canvas and our teachers use it daily. However, we're a public school district and our budget is being cut by 15% next year. We need to understand our renewal pricing options.",P3,open,2025-12-17T08:23:00
TKT-0424,ACC-017,Evergreen Education,Insight,Is there an education discount or nonprofit pricing tier? We're evaluating whether we can keep Insight in our budget. The product is great but we have to make tough choices.,P3,resolved,2026-03-07T19:01:00
TKT-0425,ACC-017,Evergreen Education,Canvas,Can we reduce our seat count from 22 to 12 at renewal? Some departments are being consolidated and we won't need as many licenses. We want to keep using the product.,P3,open,2025-12-28T07:56:00
TKT-0426,ACC-017,Evergreen Education,Canvas,The new quiz template in Canvas is fantastic for our curriculum designers. Any chance you could add more education-specific templates? Would really help justify the cost internally.,P4,open,2026-02-04T11:16:00
TKT-0427,ACC-017,Evergreen Education,Insight,Our superintendent asked for a report on how much we actually use Insight. Can you pull our usage metrics for the past 6 months? We need ammunition to keep it in the budget.,P3,open,2026-01-26T17:20:00
TKT-0428,ACC-017,Evergreen Education,Canvas,"Our AE Diana Osei was fantastic — she understood education pricing and always fought for us on renewals. We heard she's on leave and Tom Westfield is covering. No disrespect to Tom but he doesn't know our account. Our renewal is in May and nobody has started the conversation. We're a $73K account with budget pressure — we need proactive help, not radio silence.",P3,resolved,2026-02-02T11:26:00
TKT-0429,ACC-017,Evergreen Education,Canvas,"We love Canvas and our teachers use it daily. However, we're a public school district and our budget is being cut by 15% next year. We need to understand our renewal pricing options.",P3,open,2026-02-24T09:26:00
TKT-0430,ACC-017,Evergreen Education,Insight,Is there an education discount or nonprofit pricing tier? We're evaluating whether we can keep Insight in our budget. The product is great but we have to make tough choices.,P3,escalated,2026-03-02T11:01:00
TKT-0431,ACC-017,Evergreen Education,Canvas,Can we reduce our seat count from 22 to 12 at renewal? Some departments are being consolidated and we won't need as many licenses. We want to keep using the product.,P3,open,2026-03-08T20:11:00
TKT-0432,ACC-017,Evergreen Education,Canvas,The new quiz template in Canvas is fantastic for our curriculum designers. Any chance you could add more education-specific templates? Would really help justify the cost internally.,P4,escalated,2026-02-18T20:39:00
TKT-0433,ACC-017,Evergreen Education,Insight,Our superintendent asked for a report on how much we actually use Insight. Can you pull our usage metrics for the past 6 months? We need ammunition to keep it in the budget.,P3,open,2026-01-31T16:31:00
TKT-0434,ACC-017,Evergreen Education,Canvas,"Our AE Diana Osei was fantastic — she understood education pricing and always fought for us on renewals. We heard she's on leave and Tom Westfield is covering. No disrespect to Tom but he doesn't know our account. Our renewal is in May and nobody has started the conversation. We're a $73K account with budget pressure — we need proactive help, not radio silence.",P3,resolved,2026-03-09T17:12:00
TKT-0435,ACC-017,Evergreen Education,Canvas,"We love Canvas and our teachers use it daily. However, we're a public school district and our budget is being cut by 15% next year. We need to understand our renewal pricing options.",P3,open,2025-12-27T10:44:00
TKT-0436,ACC-017,Evergreen Education,Insight,Is there an education discount or nonprofit pricing tier? We're evaluating whether we can keep Insight in our budget. The product is great but we have to make tough choices.,P3,open,2025-12-16T12:06:00
TKT-0437,ACC-017,Evergreen Education,Canvas,Can we reduce our seat count from 22 to 12 at renewal? Some departments are being consolidated and we won't need as many licenses. We want to keep using the product.,P3,escalated,2026-01-06T14:32:00
TKT-0438,ACC-017,Evergreen Education,Canvas,The new quiz template in Canvas is fantastic for our curriculum designers. Any chance you could add more education-specific templates? Would really help justify the cost internally.,P4,open,2026-02-20T15:39:00
TKT-0439,ACC-017,Evergreen Education,Insight,Our superintendent asked for a report on how much we actually use Insight. Can you pull our usage metrics for the past 6 months? We need ammunition to keep it in the budget.,P3,resolved,2025-12-20T15:42:00
TKT-0440,ACC-017,Evergreen Education,Canvas,"Our AE Diana Osei was fantastic — she understood education pricing and always fought for us on renewals. We heard she's on leave and Tom Westfield is covering. No disrespect to Tom but he doesn't know our account. Our renewal is in May and nobody has started the conversation. We're a $73K account with budget pressure — we need proactive help, not radio silence.",P3,resolved,2025-12-17T12:38:00
TKT-0441,ACC-017,Evergreen Education,Canvas,"We love Canvas and our teachers use it daily. However, we're a public school district and our budget is being cut by 15% next year. We need to understand our renewal pricing options.",P3,resolved,2026-02-23T07:35:00
TKT-0442,ACC-017,Evergreen Education,Insight,Is there an education discount or nonprofit pricing tier? We're evaluating whether we can keep Insight in our budget. The product is great but we have to make tough choices.,P3,resolved,2026-01-12T18:53:00
TKT-0443,ACC-017,Evergreen Education,Canvas,Can we reduce our seat count from 22 to 12 at renewal? Some departments are being consolidated and we won't need as many licenses. We want to keep using the product.,P3,resolved,2025-12-22T10:19:00
TKT-0444,ACC-017,Evergreen Education,Canvas,The new quiz template in Canvas is fantastic for our curriculum designers. Any chance you could add more education-specific templates? Would really help justify the cost internally.,P4,open,2026-02-16T07:42:00
TKT-0445,ACC-018,Flux Dynamics,Flow,We're hitting API rate limits every day between 2-4 PM when our automated pipelines run. We're getting HTTP 429 errors and jobs are failing. We need the rate limit increased urgently.,P1,open,2026-03-09T12:16:00
TKT-0446,ACC-018,Flux Dynamics,Flow,The 1000 requests/minute rate limit is far too low for our use case. We process engineering simulation data in batches and need at least 5000 req/min. What are our options?,P2,escalated,2026-03-03T06:56:00
TKT-0447,ACC-018,Flux Dynamics,Insight,The Insight API returned corrupted JSON payloads three times this week. Our data pipeline crashed each time. We need reliable API responses — this is feeding production systems.,P2,resolved,2026-02-21T20:33:00
TKT-0448,ACC-018,Flux Dynamics,Flow,CRITICAL: Our nightly ETL job failed because the Flow API started rejecting requests with a new 'request body too large' error. Nothing changed on our end. Max payload size went from 10MB to 5MB?,P1,open,2026-01-24T14:59:00
TKT-0449,ACC-018,Flux Dynamics,Canvas,Is there a bulk operations API for Canvas? We're making thousands of individual API calls to update templates and it's extremely slow. A batch endpoint would solve our rate limit issues.,P3,resolved,2026-03-01T07:09:00
TKT-0450,ACC-018,Flux Dynamics,Flow,"We need webhook delivery guarantees. We've noticed Flow drops webhooks when our endpoint is temporarily unavailable. There's no retry queue and we lose data. For an enterprise product, this is unacceptable.",P2,resolved,2026-02-11T18:54:00
TKT-0451,ACC-018,Flux Dynamics,Insight,The API documentation is incomplete — several endpoints return fields that aren't documented. We're building integrations and keep discovering undocumented breaking changes.,P2,escalated,2025-12-19T11:12:00
TKT-0452,ACC-018,Flux Dynamics,Flow,Feature request: can we get API usage analytics? We want to see our own rate limit consumption over time so we can optimize our batch scheduling.,P3,open,2026-02-22T17:31:00
TKT-0453,ACC-018,Flux Dynamics,Flow,We're hitting API rate limits every day between 2-4 PM when our automated pipelines run. We're getting HTTP 429 errors and jobs are failing. We need the rate limit increased urgently.,P1,escalated,2026-03-13T14:44:00
TKT-0454,ACC-018,Flux Dynamics,Flow,The 1000 requests/minute rate limit is far too low for our use case. We process engineering simulation data in batches and need at least 5000 req/min. What are our options?,P2,resolved,2026-01-27T09:46:00
TKT-0455,ACC-018,Flux Dynamics,Insight,The Insight API returned corrupted JSON payloads three times this week. Our data pipeline crashed each time. We need reliable API responses — this is feeding production systems.,P2,resolved,2026-01-07T19:36:00
TKT-0456,ACC-018,Flux Dynamics,Flow,CRITICAL: Our nightly ETL job failed because the Flow API started rejecting requests with a new 'request body too large' error. Nothing changed on our end. Max payload size went from 10MB to 5MB?,P1,resolved,2025-12-21T09:36:00
TKT-0457,ACC-018,Flux Dynamics,Canvas,Is there a bulk operations API for Canvas? We're making thousands of individual API calls to update templates and it's extremely slow. A batch endpoint would solve our rate limit issues.,P3,resolved,2026-02-12T17:48:00
TKT-0458,ACC-018,Flux Dynamics,Flow,"We need webhook delivery guarantees. We've noticed Flow drops webhooks when our endpoint is temporarily unavailable. There's no retry queue and we lose data. For an enterprise product, this is unacceptable.",P2,open,2026-01-09T09:32:00
TKT-0459,ACC-018,Flux Dynamics,Insight,The API documentation is incomplete — several endpoints return fields that aren't documented. We're building integrations and keep discovering undocumented breaking changes.,P2,open,2025-12-18T10:57:00
TKT-0460,ACC-018,Flux Dynamics,Flow,Feature request: can we get API usage analytics? We want to see our own rate limit consumption over time so we can optimize our batch scheduling.,P3,open,2026-03-10T19:12:00
TKT-0461,ACC-018,Flux Dynamics,Flow,We're hitting API rate limits every day between 2-4 PM when our automated pipelines run. We're getting HTTP 429 errors and jobs are failing. We need the rate limit increased urgently.,P1,resolved,2026-03-13T12:46:00
TKT-0462,ACC-018,Flux Dynamics,Flow,The 1000 requests/minute rate limit is far too low for our use case. We process engineering simulation data in batches and need at least 5000 req/min. What are our options?,P2,resolved,2026-03-03T20:19:00
TKT-0463,ACC-018,Flux Dynamics,Insight,The Insight API returned corrupted JSON payloads three times this week. Our data pipeline crashed each time. We need reliable API responses — this is feeding production systems.,P2,escalated,2025-12-30T18:00:00
TKT-0464,ACC-018,Flux Dynamics,Flow,CRITICAL: Our nightly ETL job failed because the Flow API started rejecting requests with a new 'request body too large' error. Nothing changed on our end. Max payload size went from 10MB to 5MB?,P1,open,2026-01-01T09:52:00
TKT-0465,ACC-018,Flux Dynamics,Canvas,Is there a bulk operations API for Canvas? We're making thousands of individual API calls to update templates and it's extremely slow. A batch endpoint would solve our rate limit issues.,P3,escalated,2025-12-16T06:57:00
TKT-0466,ACC-018,Flux Dynamics,Flow,"We need webhook delivery guarantees. We've noticed Flow drops webhooks when our endpoint is temporarily unavailable. There's no retry queue and we lose data. For an enterprise product, this is unacceptable.",P2,open,2026-03-12T14:24:00
TKT-0467,ACC-018,Flux Dynamics,Insight,The API documentation is incomplete — several endpoints return fields that aren't documented. We're building integrations and keep discovering undocumented breaking changes.,P2,escalated,2026-02-01T08:44:00
TKT-0468,ACC-018,Flux Dynamics,Flow,Feature request: can we get API usage analytics? We want to see our own rate limit consumption over time so we can optimize our batch scheduling.,P3,resolved,2026-01-08T09:16:00
TKT-0469,ACC-018,Flux Dynamics,Flow,We're hitting API rate limits every day between 2-4 PM when our automated pipelines run. We're getting HTTP 429 errors and jobs are failing. We need the rate limit increased urgently.,P1,open,2026-02-20T07:39:00
TKT-0470,ACC-018,Flux Dynamics,Flow,The 1000 requests/minute rate limit is far too low for our use case. We process engineering simulation data in batches and need at least 5000 req/min. What are our options?,P2,open,2026-01-05T20:05:00
TKT-0471,ACC-018,Flux Dynamics,Insight,The Insight API returned corrupted JSON payloads three times this week. Our data pipeline crashed each time. We need reliable API responses — this is feeding production systems.,P2,open,2026-01-20T13:41:00
TKT-0472,ACC-018,Flux Dynamics,Flow,CRITICAL: Our nightly ETL job failed because the Flow API started rejecting requests with a new 'request body too large' error. Nothing changed on our end. Max payload size went from 10MB to 5MB?,P1,escalated,2026-02-12T11:54:00
TKT-0473,ACC-018,Flux Dynamics,Canvas,Is there a bulk operations API for Canvas? We're making thousands of individual API calls to update templates and it's extremely slow. A batch endpoint would solve our rate limit issues.,P3,open,2026-01-12T08:44:00
TKT-0474,ACC-018,Flux Dynamics,Flow,"We need webhook delivery guarantees. We've noticed Flow drops webhooks when our endpoint is temporarily unavailable. There's no retry queue and we lose data. For an enterprise product, this is unacceptable.",P2,open,2026-03-05T10:06:00
TKT-0475,ACC-018,Flux Dynamics,Insight,The API documentation is incomplete — several endpoints return fields that aren't documented. We're building integrations and keep discovering undocumented breaking changes.,P2,escalated,2026-02-06T07:29:00
TKT-0476,ACC-018,Flux Dynamics,Flow,Feature request: can we get API usage analytics? We want to see our own rate limit consumption over time so we can optimize our batch scheduling.,P3,open,2025-12-26T08:17:00
TKT-0477,ACC-018,Flux Dynamics,Flow,We're hitting API rate limits every day between 2-4 PM when our automated pipelines run. We're getting HTTP 429 errors and jobs are failing. We need the rate limit increased urgently.,P1,resolved,2025-12-29T17:37:00
TKT-0478,ACC-018,Flux Dynamics,Flow,The 1000 requests/minute rate limit is far too low for our use case. We process engineering simulation data in batches and need at least 5000 req/min. What are our options?,P2,escalated,2026-01-03T10:30:00
TKT-0479,ACC-018,Flux Dynamics,Insight,The Insight API returned corrupted JSON payloads three times this week. Our data pipeline crashed each time. We need reliable API responses — this is feeding production systems.,P2,resolved,2026-03-14T12:07:00
TKT-0480,ACC-019,Pinnacle Sports,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2026-01-13T11:40:00
TKT-0481,ACC-019,Pinnacle Sports,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,escalated,2025-12-20T18:21:00
TKT-0482,ACC-019,Pinnacle Sports,Flow,Is it possible to trigger a Flow automation from an external webhook? We want Jira ticket creation to automatically spawn a Canvas project.,P3,resolved,2026-01-18T07:54:00
TKT-0483,ACC-019,Pinnacle Sports,Canvas,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,resolved,2026-01-10T10:03:00
TKT-0484,ACC-019,Pinnacle Sports,Canvas,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,resolved,2026-01-26T10:07:00
TKT-0485,ACC-019,Pinnacle Sports,Canvas,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-02-02T09:45:00
TKT-0486,ACC-019,Pinnacle Sports,Flow,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,escalated,2026-01-24T20:03:00
TKT-0487,ACC-019,Pinnacle Sports,Canvas,The image compression on Canvas export is a bit aggressive. Can we get a quality slider or a lossless export option for PNG?,P4,open,2026-03-07T18:37:00
TKT-0488,ACC-019,Pinnacle Sports,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,resolved,2026-02-17T09:02:00
TKT-0489,ACC-019,Pinnacle Sports,Canvas,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-01-12T09:56:00
TKT-0490,ACC-019,Pinnacle Sports,Flow,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,resolved,2026-03-14T06:13:00
TKT-0491,ACC-019,Pinnacle Sports,Flow,Is it possible to trigger a Flow automation from an external webhook? We want Jira ticket creation to automatically spawn a Canvas project.,P3,resolved,2026-02-05T06:31:00
TKT-0492,ACC-019,Pinnacle Sports,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,open,2026-01-08T06:26:00
TKT-0493,ACC-019,Pinnacle Sports,Canvas,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,open,2026-01-19T11:07:00
TKT-0494,ACC-019,Pinnacle Sports,Canvas,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-03-03T13:43:00
TKT-0495,ACC-019,Pinnacle Sports,Flow,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-01-26T14:24:00
TKT-0496,ACC-020,Crestline Analytics,Flow,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,open,2026-02-01T20:55:00
TKT-0497,ACC-020,Crestline Analytics,Insight,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-02-13T14:27:00
TKT-0498,ACC-020,Crestline Analytics,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2026-02-21T20:28:00
TKT-0499,ACC-020,Crestline Analytics,Insight,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,open,2026-02-03T20:47:00
TKT-0500,ACC-020,Crestline Analytics,Flow,Is it possible to trigger a Flow automation from an external webhook? We want Jira ticket creation to automatically spawn a Canvas project.,P3,resolved,2025-12-22T20:26:00
TKT-0501,ACC-020,Crestline Analytics,Insight,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-01-24T18:49:00
TKT-0502,ACC-020,Crestline Analytics,Flow,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,resolved,2025-12-28T06:44:00
TKT-0503,ACC-020,Crestline Analytics,Flow,Feature idea: dark mode for Canvas would be amazing. Our designers work late hours and the bright interface causes eye strain.,P4,open,2025-12-25T12:54:00
TKT-0504,ACC-020,Crestline Analytics,Insight,We accidentally deleted a shared template folder. Is there an undo or recycle bin feature? We need to recover about 15 templates.,P3,resolved,2026-02-13T17:35:00
TKT-0505,ACC-020,Crestline Analytics,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,resolved,2026-02-09T18:06:00
TKT-0506,ACC-020,Crestline Analytics,Flow,Suggestion: Would be nice if Canvas remembered my last-used workspace when I log in instead of defaulting to the home screen every time.,P4,resolved,2025-12-31T15:09:00
TKT-0507,ACC-020,Crestline Analytics,Flow,Is it possible to trigger a Flow automation from an external webhook? We want Jira ticket creation to automatically spawn a Canvas project.,P3,resolved,2025-12-23T06:17:00
TKT-0508,ACC-020,Crestline Analytics,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,resolved,2026-02-23T16:42:00
TKT-0509,ACC-020,Crestline Analytics,Insight,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-02-10T15:25:00
TKT-0510,ACC-020,Crestline Analytics,Insight,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-01-21T11:02:00
TKT-0511,ACC-020,Crestline Analytics,Insight,Feature idea: dark mode for Canvas would be amazing. Our designers work late hours and the bright interface causes eye strain.,P4,resolved,2026-01-17T14:33:00
TKT-0512,ACC-020,Crestline Analytics,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,escalated,2026-02-18T19:52:00
TKT-0513,ACC-020,Crestline Analytics,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2026-02-02T15:03:00
